"EY1"	"EY2"	"EY3"
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.59013974371947	1.85415025309888	4.68905944759003
2.22127153754444	2.7808892745449	4.46007300663389
2.06465711147601	2.95673855864055	4.40583729641479
1.97548313778469	2.98832213110666	4.39016542021101
1.93981110651402	3.00149457764503	4.38294865411598
1.90997651659121	3.01223343255369	4.37709732669023
1.8865321023164	3.07821169745812	4.27113575726159
1.45794869564321	4.24724035862781	2.10198296041028
0.933882998564058	4.87183455224186	0.790628407845252
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.81675549944426	1.53841504774312	4.7756827441488
2.55093117351309	2.71715270566183	4.50312272940569
2.38096080422075	2.90335419515829	4.44786197316007
2.16884051652667	2.94616941173697	4.41909326899164
2.06160814627949	2.97228090166578	4.40170672010848
1.99270317811307	2.98905810446232	4.39133469104234
2.39671723311994	3.6226892063914	3.42975140681007
2.14453293656538	4.58985418085013	1.65816579762476
1.12054144220727	4.83069122612185	0.906258706558024
0.815167805113564	4.89824018051445	0.691519569540832
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.89337396535544	1.32070576643848	4.82959353411799
3.13386048297252	2.55088902856209	4.57988569103339
3.00952846138375	2.8101915636071	4.51424185401245
2.72412757718785	2.85927633698485	4.48059824092439
2.41167784625791	2.90986121387575	4.44700712345494
2.71331988788262	3.37623623595827	3.78828158103843
3.8293414684229	4.2810447034863	2.53380267509129
3.22764795742164	4.48779648373951	2.03625976306847
1.43168971936072	4.78116685525913	1.04642196791036
0.902688073638149	4.87705373865199	0.75590361476144
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.88937216892236	1.27563452602028	4.83879684493826
3.31030244931053	2.31635509612411	4.64246599426942
3.45100794769322	2.72984096051249	4.56412042788704
3.22753426617961	2.78432310265369	4.53449853176986
3.21078997702566	3.0223133046582	4.23787443763461
4.1340633285795	4.06814857383381	2.85621336985248
4.28139646720241	4.31299854468548	2.51130772406112
3.72183452950723	4.41343976588122	2.19955964682458
2.02326228858509	4.68517482766724	1.33359192515069
1.05294676314223	4.84827803638807	0.838795732404335
0.81541265027363	4.89802321246761	0.691911913532554
0.808799439251552	4.90015166926392	0.686957888428938
0.808799439251552	4.90015166926392	0.686957888428938
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.88983420541405	1.26143680063622	4.84304622711827
3.27471686874405	2.05129655001532	4.68777739850634
3.54428328665241	2.66950259668435	4.58223796750078
3.557685971558	2.81456002964115	4.46987446513504
4.1624196928057	3.85635872466631	3.12606597945543
4.45962520584777	4.26402191055764	2.58411189626351
4.38933734374987	4.29292183315621	2.53288726768425
3.97897511301976	4.36821526496129	2.3029988528868
2.56046633441822	4.60176787505925	1.58900449606754
1.35657637741032	4.79658635760399	0.991979847365057
0.855968586476822	4.8869443621484	0.72283527831696
0.813697105693557	4.89833458114459	0.690952329756583
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.8677346845867	1.18259437803764	4.85893416423652
2.88090525017327	1.19235937803764	4.85314442687453
2.96927076744349	1.28891207669089	4.81225673404984
3.43138510988596	2.01093948087285	4.58084658369567
3.77906969891443	2.90721653854681	4.22477730716002
4.1515395358723	3.66683863274957	3.3569421393517
4.50177177794702	4.23213855429671	2.62875963531544
4.50510965543238	4.2667003312575	2.58863085246193
4.43895126653349	4.28219612748219	2.54628102031445
4.1341088384195	4.33762188817067	2.38281815768876
3.41254192465924	4.45664061513518	2.01013372371572
1.83768434508658	4.71176776206277	1.23719275610178
0.96033034123816	4.86556890102205	0.783904512129404
2.83818529791162	1.18321437803764	4.83109189774861
2.8489288735028	1.18379937803764	4.84006667662149
2.8677346845867	1.18259437803764	4.85893416423652
2.88090525017327	1.19235937803764	4.85314442687453
2.98535875750445	1.26742937803764	4.81188413843963
3.53273700603557	1.67520408722205	4.51513518891094
4.16725309651772	2.65629254650493	3.87371683087317
4.33531021521416	3.97806627273266	2.9225328871071
4.4586564075884	4.16012910181662	2.71900851868825
4.51601788862807	4.24957087977	2.60407751435616
4.49736875867581	4.2594347392681	2.58764123766899
4.44482067183582	4.27341201866022	2.5565622620982
4.24396420183207	4.31666425494894	2.44050958671357
3.74674513822781	4.40458590997997	2.16701152232836
2.38758301910308	4.61072757425894	1.51335826253016
2.54939063589821	1.19449937803764	4.55980815200384
2.68823481421321	1.19096437803764	4.69080729346191
2.83255257545869	1.20401937803764	4.79251611936855
3.03514759931412	1.30643687803764	4.78558594660998
3.57673797645589	1.68492937803764	4.47278171679563
4.17033346371858	2.12446106742554	3.98384907776893
4.3700794730082	3.41312104386944	3.20278723289273
4.49129368104275	4.19526762144019	2.65865537423242
4.52305715205514	4.23601070425071	2.61480062282569
4.50791855022711	4.24416003566572	2.60302015152799
4.49560935106135	4.25440724664856	2.59240461912607
4.43037158346684	4.2712235748264	2.5540272927055
4.29163765415714	4.30653124414457	2.46420050451435
3.91995070332491	4.36636864696044	2.26115551195037
2.18660637361251	1.20614437803764	4.22697193396796
2.33391702890961	1.23053437803764	4.31486830287969
2.83780124102814	1.34996687803764	4.53505011790197
3.51690100077913	1.69683437803764	4.42788152692156
4.13401153444834	2.02503413150479	3.96704327273433
4.28352793880124	2.45405196034316	3.6624905206902
4.49161888780528	4.07423539631553	2.72078634861483
4.51306744861253	4.21758777661654	2.62856893013196
4.52070949746174	4.23330628606864	2.61292572424804
4.51362346793305	4.24270708589018	2.60734769258075
4.48393441798285	4.25579594817929	2.58465507143844
4.43527383229627	4.27071267806633	2.55368160945312
4.33250820599958	4.29343747141353	2.49075771106459
2.09172943935324	1.25939437803764	4.0521095414231
2.49052302551779	1.37710687803764	4.18569447985683
3.3579452417254	1.71045937803764	4.32669203035554
4.02051811964767	1.97294437803764	4.00142723276097
4.24134636650532	2.06538753384689	3.76522952932123
4.40234477531794	3.29485508310277	3.12310850627511
4.52263231936867	4.21875075591391	2.63189522352309
4.53143355274937	4.22781658525728	2.6229198904016
4.52169882305128	4.23326909821976	2.60950782261952
4.51158413266757	4.23978760029141	2.60489299926562
4.49010153933095	4.25325974664856	2.59028980941075
4.44480534161416	4.26992751550952	2.55945243629753
2.5352059140116	1.43720187803764	4.11547936403435
3.28954824219239	1.71913437803764	4.25481175486905
3.67353103992073	1.84082187803764	4.08519078069879
4.23883250718491	2.00541437803764	3.71359765054844
4.29239723333385	2.32229093495081	3.55102536095422
4.48686711944426	3.85935943895898	2.82942136987514
4.53619236622793	4.23016393287194	2.62555525557726
4.5294201602482	4.23063759929882	2.61659149485005
4.51701636766113	4.23265606626661	2.60426088700644
4.51174708668893	4.24073231307267	2.60262029464238
4.48807560122301	4.25265724664856	2.58726627403992
3.30222726671493	1.72443353393336	4.25336253683388
3.50860862411083	1.77675187803764	4.12110107550093
4.22130896316318	1.99547687803764	3.70683178208391
4.26176523803194	2.06519248677313	3.6558679269725
4.36258817976615	2.79883496550665	3.28955788573504
4.52710202031405	4.13255797768731	2.6765537152385
4.53919026729176	4.23388751433019	2.62083927385768
4.5245738491116	4.23286789668903	2.60955175399509
4.51642811700831	4.23128475762587	2.60197838869412
4.50992841609888	4.23982646896839	2.60171115231868
3.37201502047979	1.72999687803764	4.17143413684765
4.11835447119131	1.96086687803764	3.74740771119129
4.25674674480966	2.00555187803764	3.65961585304785
4.29438482544573	2.20239347067376	3.54965228375307
4.46865577796481	3.61296958241102	2.91088176051506
4.5442870027042	4.2060965990256	2.63359765163679
4.54574557771484	4.24209259191836	2.61098887229825
4.51727365848394	4.23069848867843	2.60593261555838
4.51539061605864	4.2311397751778	2.60248493645264
3.77667314101792	1.85397437803764	3.9147405588409
4.2556054880914	2.00475437803764	3.65937258784441
4.27448348208008	2.02649289766122	3.6134879830754
4.35102374281316	2.62775070113485	3.33650046140262
4.50258404652219	3.86495315525063	2.79432823633391
4.55649657466271	4.23799779875791	2.61778080631728
4.54449444172216	4.25052204520429	2.60112235338573
4.51370963317864	4.22988780433994	2.60112499702737
4.22599662877904	1.99612687803764	3.67124395529223
4.26148325558816	2.00118437803764	3.6125586991249
4.29222141750743	2.12660164744504	3.5438689338558
4.40954107925661	3.05043249937233	3.13461799571115
4.54242453993343	4.14141860198956	2.66677745583166
4.56296011635416	4.24789458210658	2.60969978642371
4.53965885997501	4.2476089282825	2.59790323466276
4.26365903460948	2.00141937803764	3.61333307107101
4.27729744858474	2.00610937803764	3.58934817946918
4.33900264903444	2.45420852209136	3.39031085475687
4.4806550048632	3.64023317962277	2.87678822020541
4.5609417257623	4.21847472332785	2.62229349207286
4.55044697361215	4.25160176536601	2.59985902736734
4.27243648700373	2.00409187803764	3.59010093844481
4.29976732174643	2.12670647750778	3.52664696803116
4.38424575677251	2.80784773796448	3.22860668689777
4.51811205405444	3.87517008081315	2.77497062733811
4.56577396298614	4.24388050838847	2.61004436117884
4.2904857694086	2.01332937803764	3.57637530283087
4.32039900057269	2.24731177148788	3.46045805638966
4.44919586408997	3.25866192450251	3.03525764742584
4.55486492043341	4.1247896399709	2.66180734527533
4.29380262519924	2.1130316667954	3.52594280467556
4.35833929300455	2.60521616467872	3.31690052758269
4.49954536059106	3.66447155424147	2.85347777329321
4.31455031608007	2.22175355384396	3.46040985884275
4.42404464107127	3.0121213088189	3.12716936187474
4.3438896811951	2.41079498392327	3.38097064575163
